"Time","hull Moment Monitor: hull Moment Monitor (N-m)","tank Moment Monitor: tank Moment Monitor (N-m)","Total Moment Monitor: Total Moment Monitor (N-m)"
0.05,-1.9043968062997337E10,1.577270106291381E9,-1.7466697956705956E10
0.1,-4.1323763643243484E9,2.786219658042689E9,-1.3461567062816596E9
0.15000000000000002,2.1096096657464905E9,2.760044444881593E9,4.869654110628084E9
0.2,1.316832635253952E9,2.441010028993578E9,3.75784266424753E9
0.25,-4.764117673119583E8,2.359425356247534E9,1.8830135889355755E9
0.35,-1.7215899435110855E9,2.403477229423378E9,6.818872859122925E8
0.39999999999999997,-1.35023572570681E9,2.419898177907154E9,1.0696624522003441E9
0.44999999999999996,-1.1758419620320206E9,2.4219037002282686E9,1.246061738196248E9
0.49999999999999994,-1.0550084488403015E9,2.415432390585965E9,1.3604239417456636E9
0.5499999999999999,-1.0742797701878815E9,2.407681770077669E9,1.3334019998897877E9
0.65,-1.229902925096672E9,2.4085793311452436E9,1.1786764060485716E9
0.7000000000000001,-1.157615322330597E9,2.4096331752804813E9,1.2520178529498844E9
0.7500000000000001,-1.1460439171638336E9,2.4089643879260535E9,1.26292047076222E9
0.8000000000000002,-1.0202001950065079E9,2.406921523974168E9,1.38672132896766E9
0.8500000000000002,-1.0567857671208267E9,2.404795027908776E9,1.348009260787949E9
0.9500000000000003,-1.056676282594902E9,2.4020054225448937E9,1.3453291399499917E9
1.0000000000000002,-9.660905815614853E8,2.4010229392977266E9,1.4349323577362413E9
1.0500000000000003,-9.79109777837204E8,2.3993824446221876E9,1.4202726667849836E9
1.1000000000000003,-9.519938371368408E8,2.397529534583452E9,1.4455356974466114E9
1.2000000000000004,-8.875228907246475E8,2.394131721266681E9,1.5066088305420337E9
1.2500000000000004,-8.951671603174057E8,2.3918661548867817E9,1.496698994569376E9
1.3000000000000005,-8.867907833127899E8,2.389701580010113E9,1.5029107966973228E9
1.3500000000000005,-8.832100045313797E8,2.387928519588831E9,1.5047185150574512E9
1.4000000000000006,-8.657595362757263E8,2.386114608433405E9,1.5203550721576786E9
1.5000000000000007,-8.550785398154984E8,2.381312536101905E9,1.5262339962864065E9
1.5500000000000007,-8.330986160284576E8,2.379247403515541E9,1.5461487874870834E9
1.6000000000000008,-8.781995174155502E8,2.3773562618390856E9,1.4991567444235353E9
1.6500000000000008,-8.648659269734001E8,2.375933974831256E9,1.5110680478578558E9
1.7000000000000008,-8.515282850870209E8,2.374043917778223E9,1.5225156326912022E9
1.800000000000001,-8.663760051852341E8,2.3692843124245157E9,1.5029083072392817E9
1.850000000000001,-8.883880969412193E8,2.3673130830852656E9,1.4789249861440463E9
1.900000000000001,-9.361484593631248E8,2.365892850525463E9,1.4297443911623383E9
1.950000000000001,-9.525489654152756E8,2.3652576373967934E9,1.4127086719815178E9
2.000000000000001,-9.692446911809921E8,2.3642729805686502E9,1.395028289387658E9
2.1000000000000005,-1.0738884199215698E9,2.3609938106689568E9,1.287105390747387E9
2.1500000000000004,-1.0808623882280197E9,2.361730526770709E9,1.2808681385426893E9
2.2,-1.1929175200904846E9,2.3625587144175653E9,1.1696411943270807E9
2.25,-1.209455886181099E9,2.363688350695801E9,1.1542324645147018E9
2.3499999999999996,-1.3293161814711761E9,2.367276650842294E9,1.0379604693711181E9
2.3999999999999995,-1.4331274648068466E9,2.3674500935420876E9,9.343226287352409E8
2.4499999999999993,-1.383961416545658E9,2.3669317208301196E9,9.829703042844615E8
2.499999999999999,-1.5219167262526932E9,2.366240392410155E9,8.443236661574616E8
2.549999999999999,-1.4337344805365906E9,2.3671789188786697E9,9.334444383420792E8
2.6499999999999986,-1.4755208334751053E9,2.367585737406849E9,8.920649039317436E8
2.6999999999999984,-1.602654803149887E9,2.3666600144164715E9,7.640052112665844E8
2.7499999999999982,-1.520796135865059E9,2.366653038895147E9,8.45856903030088E8
2.799999999999998,-1.661058883319252E9,2.3666687245315704E9,7.05609841212318E8
2.849999999999998,-1.5501210654502487E9,2.3677695126647396E9,8.176484472144909E8
2.9499999999999975,-1.6153250521978989E9,2.3662406069321094E9,7.509155547342105E8
2.9999999999999973,-1.6918873635794182E9,2.36701562449296E9,6.751282609135418E8
3.049999999999997,-1.6712443947765656E9,2.3681473794764576E9,6.969029846998925E8
3.099999999999997,-1.7317968681581535E9,2.369121781379565E9,6.373249132214112E8
3.149999999999997,-1.742079234926611E9,2.3700050918761854E9,6.279258569495745E8
3.2499999999999964,-1.806358363415985E9,2.3742055332384033E9,5.678471698224182E8
3.2999999999999963,-1.8500977872410154E9,2.3755720284592624E9,5.2547424121824694E8
3.349999999999996,-1.8986989562084923E9,2.3770717228455687E9,4.7837276663707685E8
3.399999999999996,-1.915940847173973E9,2.380195171974659E9,4.642543248006859E8
3.4999999999999956,-2.0107798636238804E9,2.385940731390281E9,3.751608677664013E8
3.5499999999999954,-2.0655221035138016E9,2.3888142796274567E9,3.232921761136551E8
3.599999999999995,-2.108344366236393E9,2.3920166851328244E9,2.836723188964319E8
3.649999999999995,-2.17333409882708E9,2.395788014711822E9,2.2245391588474226E8
3.699999999999995,-2.1866108690656815E9,2.400058286074207E9,2.1344741700852537E8
3.7999999999999945,-2.3263706447575836E9,2.4079361514533005E9,8.156550669571686E7
3.8499999999999943,-2.359190338575817E9,2.4133859490499935E9,5.419561047417641E7
3.899999999999994,-2.42565027712965E9,2.4170448896761465E9,-8605387.453503609
3.949999999999994,-2.4968109860023575E9,2.4219191190310917E9,-7.489186697126532E7
3.999999999999994,-2.4921677786130066E9,2.427231102910735E9,-6.493667570227146E7
4.099999999999993,-2.632300729543541E9,2.436287212141223E9,-1.96013517402318E8
4.149999999999993,-2.7248143631530724E9,2.4431491571649966E9,-2.8166520598807573E8
4.199999999999993,-2.705425213114846E9,2.4482206610544424E9,-2.5720455206040382E8
4.249999999999993,-2.8263166610584335E9,2.450333286331153E9,-3.759833747272806E8
4.299999999999993,-2.848468254874916E9,2.456277460321248E9,-3.92190794553668E8
4.399999999999992,-2.9182615719332333E9,2.468036926047078E9,-4.502246458861551E8
4.449999999999992,-3.0683115976461945E9,2.471519909639866E9,-5.967916880063286E8
4.499999999999992,-3.016631517857643E9,2.47874660362597E9,-5.378849142316732E8
4.549999999999992,-3.1572130244890137E9,2.482965178116413E9,-6.742478463726001E8
4.6499999999999915,-3.2551545270052795E9,2.477313189090248E9,-7.778413379150314E8
4.699999999999991,-3.232308743744095E9,2.514836141322849E9,-7.17472602421246E8
4.749999999999991,-3.384107552717186E9,2.488157581229578E9,-8.95949971487608E8
4.799999999999991,-3.325615417220253E9,2.5315099936735296E9,-7.941054235467229E8
4.849999999999991,-3.471019113176895E9,2.500874811088203E9,-9.701443020886922E8
4.94999999999999,-3.571648730500267E9,2.5122973051269417E9,-1.0593514253733253E9
4.99999999999999,-3.497492966296509E9,2.5563463534372544E9,-9.411466128592544E8
5.04999999999999,-3.6809777779386826E9,2.5159869507148666E9,-1.164990827223816E9
5.09999999999999,-3.6524091434245605E9,2.56696488896682E9,-1.0854442544577413E9
5.14999999999999,-3.746288823685257E9,2.526383671696563E9,-1.2199051519886942E9
5.249999999999989,-3.829651049087982E9,2.533849459262824E9,-1.2958015898251584E9
5.299999999999989,-3.8478435808442154E9,2.5934217387564E9,-1.2544218420878153E9
5.349999999999989,-3.8992942576675415E9,2.541358427497629E9,-1.3579358301699119E9
5.399999999999989,-3.869209940138279E9,2.6023304507524724E9,-1.2668794893858066E9
5.449999999999989,-3.992278329736473E9,2.5482737959103227E9,-1.4440045338261502E9
5.549999999999988,-4.045077543473278E9,2.5512904165825815E9,-1.4937871268906963E9
5.599999999999988,-3.9933538931014643E9,2.61863622080686E9,-1.3747176722946045E9
5.649999999999988,-4.112635771978916E9,2.5590817367635436E9,-1.553554035215373E9
5.699999999999988,-4.0477296554572563E9,2.6245863998130136E9,-1.4231432556442423E9
5.799999999999987,-4.071234568894844E9,2.627055614087057E9,-1.4441789548077872E9
5.849999999999987,-4.171550860752075E9,2.5640961055178556E9,-1.60745475523422E9
5.899999999999987,-4.158014830997864E9,2.6334019170266256E9,-1.5246129139712381E9
5.949999999999987,-4.1821195616481247E9,2.5685116301956797E9,-1.613607931452445E9
5.999999999999987,-4.148460715652237E9,2.638661822809901E9,-1.5097988928423357E9
6.099999999999986,-4.1948023697731323E9,2.632360424465972E9,-1.5624419453071606E9
6.149999999999986,-4.2070247461467743E9,2.5703253750556297E9,-1.6366993710911443E9
6.199999999999986,-4.1085964413225784E9,2.637307006382128E9,-1.4712894349404502E9
6.249999999999986,-4.2419196515743103E9,2.571826337722659E9,-1.6700933138516514E9
6.299999999999986,-4.1198030899316406E9,2.6338559671514616E9,-1.4859471227801795E9
6.399999999999985,-4.130265398081172E9,2.629189114992164E9,-1.5010762830890083E9
6.449999999999985,-4.1472852461655636E9,2.5676048511512995E9,-1.579680395014264E9
6.499999999999985,-4.048757481400179E9,2.6277013307523527E9,-1.4210561506478264E9
6.549999999999985,-4.1142948671608047E9,2.561466644491113E9,-1.5528282226696913E9
6.5999999999999845,-4.0326183881967697E9,2.6254271304310455E9,-1.407191257765724E9
6.699999999999984,-3.9943485859603424E9,2.615385749732794E9,-1.3789628362275488E9
6.749999999999984,-3.960539836196541E9,2.553587279519559E9,-1.406952556676982E9
6.799999999999984,-3.8906166165665436E9,2.607176965479908E9,-1.2834396510866358E9
6.849999999999984,-3.897778958647789E9,2.54736138781365E9,-1.3504175708341389E9
6.949999999999983,-3.7927418947696075E9,2.539374337007777E9,-1.2533675577618299E9
6.999999999999983,-3.7390074684379654E9,2.5859608475482216E9,-1.1530466208897438E9
7.049999999999983,-3.6977268308517456E9,2.531654892635485E9,-1.1660719382162604E9
7.099999999999983,-3.639197361656151E9,2.573905362449172E9,-1.0652919992069783E9
7.149999999999983,-3.5846224418849983E9,2.5229959710474634E9,-1.0616264708375354E9
7.249999999999982,-3.496108817414528E9,2.5135858617960405E9,-9.825229556184874E8
7.299999999999982,-3.3539144830703583E9,2.5430776395483975E9,-8.108368435219603E8
7.349999999999982,-3.376348793862152E9,2.501731853984647E9,-8.746169398775048E8
7.399999999999982,-3.188169312518915E9,2.5257857978212004E9,-6.623835146977143E8
7.4499999999999815,-3.219716505479805E9,2.48725104918651E9,-7.324654562932949E8
7.549999999999981,-3.109831333277817E9,2.480111764573904E9,-6.297195687039127E8
7.599999999999981,-2.5903165689533386E9,2.469083289348899E9,-1.2123327960443926E8
7.649999999999981,-2.9188508645816345E9,2.442171137505371E9,-4.766797270762634E8
7.699999999999981,-2.585020732453247E9,2.440441646966292E9,-1.4457908548695564E8
7.7499999999999805,-2.3775879912561874E9,2.431312259437108E9,5.37242681809206E7
7.84999999999998,-2.339540425762726E9,2.3600583071267853E9,2.051788136405945E7
7.89999999999998,-1.742658199772789E9,2.3740146652183084E9,6.313564654455194E8
7.94999999999998,-2.2733901579686127E9,2.3765244972667637E9,1.0313433929815102E8
7.99999999999998,-1.733058182240921E9,2.381075097763809E9,6.480169155228882E8
8.09999999999998,-1.699784422457306E9,2.3706309842551565E9,6.708465617978506E8
8.14999999999998,-2.058166736724205E9,2.3615251796438017E9,3.033584429195967E8
8.199999999999982,-1.6771417345366058E9,2.3609394300111446E9,6.837976954745388E8
8.249999999999982,-1.8706021877236404E9,2.353721658594697E9,4.8311947087105656E8
8.299999999999983,-1.6477287669747238E9,2.348140468451107E9,7.004117014763832E8
8.399999999999984,-1.555391005543953E9,2.338716613910492E9,7.83325608366539E8
8.449999999999985,-1.5860862046393318E9,2.3312732386547155E9,7.451870340153837E8
8.499999999999986,-1.441543032977417E9,2.324104403716836E9,8.82561370739419E8
8.549999999999986,-1.4386933176811447E9,2.316716941470264E9,8.780236237891192E8
8.599999999999987,-1.3069511420462723E9,2.3100864534821477E9,1.0031353114358754E9
8.699999999999989,-1.2133518653488693E9,2.296525916490762E9,1.083174051141893E9
8.74999999999999,-1.1285166275439568E9,2.290426905946333E9,1.1619102784023762E9
8.79999999999999,-1.1132354131405334E9,2.2830380192124186E9,1.169802606071885E9
8.84999999999999,-1.0104294628426666E9,2.278177311838124E9,1.2677478489954572E9
8.899999999999991,-9.345977095565872E8,2.270720442422581E9,1.336122732865994E9
8.999999999999993,-8.017143609684677E8,2.2576054172394724E9,1.4558910562710047E9
9.049999999999994,-7.855625811360626E8,2.250613750648815E9,1.4650511695127525E9
9.099999999999994,-7.027846312526855E8,2.2451880245805864E9,1.542403393327901E9
9.149999999999995,-6.479862241064835E8,2.2842067299437914E9,1.636220505837308E9
9.249999999999996,-4.65318769324646E8,2.2462298667492294E9,1.7809110974245834E9
9.299999999999997,-5.244379300185776E8,2.1658102436681166E9,1.641372313649539E9
9.349999999999998,-3.947565355627899E8,2.242425288444719E9,1.847668752881929E9
9.399999999999999,-4.0206920708251953E8,2.1559574058239126E9,1.753888198741393E9
9.45,-2.9428505272927475E8,2.230046286348542E9,1.9357612336192675E9
9.55,-2.293968867599182E8,2.2244442969242487E9,1.9950474101643305E9
9.600000000000001,-1.7241654106051636E8,2.1297497251476302E9,1.9573331840871139E9
9.650000000000002,-1.368014853579073E8,2.2103301990172286E9,2.0735287136593213E9
9.700000000000003,-1.025737601946969E8,2.1222244638103118E9,2.0196507036156144E9
9.750000000000004,-5.753476973983002E7,2.2070734517166996E9,2.1495386819768696E9
