"Time","hull Moment Monitor: hull Moment Monitor (N-m)","tank Moment Monitor: tank Moment Monitor (N-m)","Total Moment Monitor: Total Moment Monitor (N-m)"
0.05,-2.051510914681668E10,2.404955096227619E9,-1.811015405058906E10
0.1,-2.207787174919815E9,4.2009984243582363E9,1.9932112494384212E9
0.15000000000000002,2.1708461541072083E9,4.111023742117099E9,6.281869896224307E9
0.2,7.947513908569031E8,3.579919441904129E9,4.374670832761032E9
0.25,-1.3173007645721893E9,3.54591865064674E9,2.2286178860745506E9
0.35,-2.0969727152419357E9,3.6554671489741077E9,1.558494433732173E9
0.39999999999999997,-1.736004771840744E9,3.6674156717263136E9,1.9314108998855705E9
0.44999999999999996,-1.7243892747822266E9,3.664527953370825E9,1.9401386785885973E9
0.49999999999999994,-1.7201664950564804E9,3.6446676471862106E9,1.9245011521297302E9
0.5499999999999999,-1.8440937534430084E9,3.6375456780091867E9,1.7934519245661783E9
0.65,-1.9380522384134903E9,3.6374446265603943E9,1.699392388146904E9
0.7000000000000001,-1.8957831966081238E9,3.637361984452367E9,1.741578787844243E9
0.7500000000000001,-1.9472160038694897E9,3.636293621684286E9,1.6890776178147974E9
0.8000000000000002,-1.9220935364701939E9,3.6346584007182636E9,1.7125648642480698E9
0.8500000000000002,-1.9663461542585611E9,3.6323725350749407E9,1.6660263808163805E9
0.9500000000000003,-2.0062265408996277E9,3.6273778914501657E9,1.621151350550537E9
1.0000000000000002,-1.98556822209198E9,3.625219137046273E9,1.6396509149542923E9
1.0500000000000003,-2.0264236999745636E9,3.623278474260043E9,1.5968547742854805E9
1.1000000000000003,-1.9786041001536255E9,3.621212912430397E9,1.6426088122767715E9
1.2000000000000004,-2.007239774899559E9,3.6158837283229713E9,1.6086439534234123E9
1.2500000000000004,-2.044032247657772E9,3.613131860953538E9,1.569099613295765E9
1.3000000000000005,-2.0357922543645363E9,3.610666731115567E9,1.574874476751031E9
1.3500000000000005,-2.0887162472028046E9,3.6086019968414326E9,1.519885749638628E9
1.4000000000000006,-2.058853486753971E9,3.606030366429036E9,1.547176879675065E9
1.5000000000000007,-2.0878520489924088E9,3.6001087252550144E9,1.5122566762626047E9
1.5500000000000007,-2.120227543277073E9,3.5976034890457525E9,1.4773759457686796E9
1.6000000000000008,-2.1475653574458694E9,3.595701354174041E9,1.4481359967281713E9
1.6500000000000008,-2.1664448739031105E9,3.5938688566988688E9,1.4274239827957582E9
1.7000000000000008,-2.192453871224991E9,3.591888279224264E9,1.3994344079992723E9
1.800000000000001,-2.228396411337578E9,3.58716439907922E9,1.358767987741642E9
1.850000000000001,-2.254285728423073E9,3.5855140564890347E9,1.3312283280659618E9
1.900000000000001,-2.3031279414494705E9,3.582760342829342E9,1.2796324013798714E9
1.950000000000001,-2.305730058354416E9,3.581781434720003E9,1.2760513763655863E9
2.000000000000001,-2.370536384486061E9,3.5808305233344364E9,1.2102941388483753E9
2.1000000000000005,-2.4686226552847557E9,3.579565150264759E9,1.1109424949800034E9
2.1500000000000004,-2.4847400887457275E9,3.5810191488081846E9,1.096279060062457E9
2.2,-2.6327502233417664E9,3.5819588399082155E9,9.492086165664492E8
2.25,-2.6089813229372864E9,3.5858811061623497E9,9.768997832250633E8
2.3499999999999996,-2.69616761026355E9,3.587694355571539E9,8.915267453079891E8
2.3999999999999995,-2.8277199160026264E9,3.587852358245244E9,7.601324422426176E8
2.4499999999999993,-2.771764295086525E9,3.588989990727167E9,8.172256956406422E8
2.499999999999999,-2.8823534278436813E9,3.5892619127831926E9,7.069084849395123E8
2.549999999999999,-2.805665062835045E9,3.5894588435608425E9,7.837937807257977E8
2.6499999999999986,-2.861064011597641E9,3.5899781334091578E9,7.289141218115177E8
2.6999999999999984,-2.963983640526436E9,3.588877843173362E9,6.248942026469269E8
2.7499999999999982,-2.903763662485813E9,3.5889425432875175E9,6.851788808017035E8
2.799999999999998,-3.0580755365700645E9,3.5900227844190063E9,5.3194724784894085E8
2.849999999999998,-2.956721043190262E9,3.594412749354127E9,6.376917061638651E8
2.9499999999999975,-3.023242404546707E9,3.5904485715393143E9,5.672061669926071E8
2.9999999999999973,-3.0846355380420914E9,3.591924394200344E9,5.072888561582527E8
3.049999999999997,-3.0773006318299866E9,3.595476098461796E9,5.1817546663180923E8
3.099999999999997,-3.1284481075773544E9,3.597914661066309E9,4.6946655348895454E8
3.149999999999997,-3.1262375520145874E9,3.599440129276458E9,4.732025772618704E8
3.2499999999999964,-3.1957339311299896E9,3.6035743510014133E9,4.0784041987142277E8
3.2999999999999963,-3.2598801095817184E9,3.606810475987932E9,3.4693036640621376E8
3.349999999999996,-3.306155548573532E9,3.610984767719844E9,3.048292191463127E8
3.399999999999996,-3.313464754688492E9,3.6160568750863066E9,3.025921203978138E8
3.4999999999999956,-3.4048041583276596E9,3.621103495888645E9,2.1629933756098557E8
3.5499999999999954,-3.4673557210130844E9,3.626429685382721E9,1.5907396436963654E8
3.599999999999995,-3.4717232771519623E9,3.632382202985649E9,1.6065892583368683E8
3.649999999999995,-3.55091297904562E9,3.637580807378949E9,8.66678283333292E7
3.699999999999995,-3.5751084740606155E9,3.6401422701140356E9,6.503379605341911E7
3.7999999999999945,-3.660738633938971E9,3.6507899085923843E9,-9948725.346586227
3.8499999999999943,-3.732251467938835E9,3.6549377294333916E9,-7.731373850544453E7
3.899999999999994,-3.750086172464424E9,3.661353152472911E9,-8.87330199915142E7
3.949999999999994,-3.831294053467516E9,3.6648518759699574E9,-1.664421774975586E8
3.999999999999994,-3.8388253925371017E9,3.678746949814802E9,-1.6007844272229958E8
4.099999999999993,-3.9498885707003098E9,3.6938282541297235E9,-2.5606031657058525E8
4.149999999999993,-4.0279410082646255E9,3.6899570980551624E9,-3.3798391020946217E8
4.199999999999993,-4.008471278231888E9,3.7091807288161488E9,-2.992905494157381E8
4.249999999999993,-4.156567557689102E9,3.7013812627600384E9,-4.5518629492906284E8
4.299999999999993,-4.0864855484230194E9,3.7252941153278265E9,-3.611914330951929E8
4.399999999999992,-4.2034093658556824E9,3.7390971880488453E9,-4.643121778068371E8
4.449999999999992,-4.303036483696388E9,3.7246799725036182E9,-5.7835651119277E8
