"Time","hull Moment Monitor: hull Moment Monitor (N-m)","tank Moment Monitor: tank Moment Monitor (N-m)","Total Moment Monitor: Total Moment Monitor (N-m)"
0.05,-2.0787878027064186E10,9.036546447468843E8,-1.9884223382317303E10
0.1,-8.466153699836845E8,1.3047794178249753E9,4.581640478412907E8
0.15000000000000002,3.069768334817856E9,1.2699365249734766E9,4.339704859791332E9
0.2,6.457679696614151E8,1.1695110798567002E9,1.8152790495181153E9
0.25,-1.1802582085558243E9,1.1323014484867003E9,-4.7956760069123745E7
0.35,-1.7047665405170975E9,1.1806896407962596E9,-5.2407689972083783E8
0.39999999999999997,-1.1952487888679886E9,1.1829555152462428E9,-1.2293273621745825E7
0.44999999999999996,-1.0358179441181946E9,1.177508700950589E9,1.4169075683239412E8
0.49999999999999994,-1.0040769407192612E9,1.1729507935576375E9,1.6887385283837628E8
0.5499999999999999,-9.868131087337284E8,1.1728083702216892E9,1.8599526148796082E8
0.65,-1.1666960734889832E9,1.1757366353807683E9,9040561.891784906
0.7000000000000001,-1.0427253578606262E9,1.175619382288631E9,1.3289402442800474E8
0.7500000000000001,-9.851121965516815E8,1.1746783974648793E9,1.89566200913198E8
0.8000000000000002,-8.965997662464447E8,1.173882895829968E9,2.772831295835233E8
0.8500000000000002,-8.839959532842484E8,1.1736813152225988E9,2.8968536193835044E8
0.9500000000000003,-8.338541908019714E8,1.173631118117415E9,3.397769273154435E8
1.0000000000000002,-7.688758621398544E8,1.1733508223787231E9,4.044749602388687E8
1.0500000000000003,-7.482726722549286E8,1.172855326781806E9,4.245826545268774E8
1.1000000000000003,-6.886029625349274E8,1.1723036777295198E9,4.837007151945925E8
1.2000000000000004,-6.019701914570847E8,1.1711248174751837E9,5.691546260180991E8
1.2500000000000004,-5.68711913729229E8,1.1704311971018903E9,6.017192833726614E8
1.3000000000000005,-5.413882516556396E8,1.1697876824436421E9,6.283994307880025E8
1.3500000000000005,-5.0804365433238983E8,1.1692539549318457E9,6.612103005994558E8
1.4000000000000006,-4.769852670714798E8,1.1686042483232303E9,6.916189812517505E8
1.5000000000000007,-4.0334761672229767E8,1.1668274831411834E9,7.634798664188857E8
1.5500000000000007,-3.982683112890091E8,1.1659814813531275E9,7.677131700641184E8
1.6000000000000008,-3.67386025523407E8,1.16534164723288E9,7.979556217094731E8
1.6500000000000008,-3.53452621196064E8,1.1645887520809991E9,8.111361308849351E8
1.7000000000000008,-3.403463232752762E8,1.1637725483132727E9,8.234262250379965E8
1.800000000000001,-3.309838203552551E8,1.162194606688469E9,8.312107863332138E8
1.850000000000001,-3.025986610023575E8,1.1615483623814158E9,8.589497013790584E8
1.900000000000001,-3.412681900418854E8,1.1608732895556107E9,8.196050995137253E8
1.950000000000001,-3.269082114107666E8,1.1606014558651285E9,8.336932444543619E8
2.000000000000001,-2.9347314425497437E8,1.1598333768601718E9,8.663602326051974E8
2.1000000000000005,-3.1801278408807373E8,1.1579212279005435E9,8.399084438124697E8
2.1500000000000004,-3.2997858716101074E8,1.1577568221146207E9,8.2777823495361E8
2.2,-3.2806816721998596E8,1.1573810115251927E9,8.293128443052068E8
