"Time","hull Moment Monitor: hull Moment Monitor (N-m)","tank Moment Monitor: tank Moment Monitor (N-m)","Total Moment Monitor: Total Moment Monitor (N-m)"
0.05,-1.1326539967441667E11,8.653870638539803E8,-1.1240001261056268E11
0.1,5.793095368190231E8,1.334420662384835E9,1.9137301992038581E9
0.15000000000000002,1.3867753291375916E10,1.3017441417626734E9,1.516949743313859E10
0.2,5.666268548508751E9,1.1670335811366181E9,6.833302129645369E9
0.25,-3.0843833791565704E8,1.117037260213405E9,8.085989222977479E8
0.35,-2.909057575311447E9,1.1838783500158658E9,-1.7251792252955813E9
0.39999999999999997,-2.2975796818190765E9,1.1852572344656405E9,-1.112322447353436E9
0.44999999999999996,-2.1371815401793365E9,1.1781732200598378E9,-9.590083201194988E8
0.49999999999999994,-2.4552083886018906E9,1.1742644043991027E9,-1.2809439842027879E9
0.5499999999999999,-2.730192738329857E9,1.174732947708087E9,-1.5554597906217697E9
0.65,-3.1979580938787613E9,1.1789440348200505E9,-2.019014059058711E9
0.7000000000000001,-3.342323735088829E9,1.1800595288260248E9,-2.162264206262804E9
0.7500000000000001,-3.42724344712611E9,1.1807535124323413E9,-2.2464899346937685E9
0.8000000000000002,-3.538224608526289E9,1.1815109140178242E9,-2.356713694508465E9
0.8500000000000002,-3.6268638436482925E9,1.1827472829024715E9,-2.444116560745821E9
0.9500000000000003,-3.7551550142591257E9,1.185598749804995E9,-2.5695562644541306E9
1.0000000000000002,-3.8312622177326574E9,1.1869247607082944E9,-2.644337457024363E9
1.0500000000000003,-3.8756952725512695E9,1.188450625654232E9,-2.6872446468970375E9
1.1000000000000003,-3.8851536558577194E9,1.1898884778961616E9,-2.6952651779615583E9
1.2000000000000004,-3.8913201570591507E9,1.1926466675116286E9,-2.6986734895475225E9
1.2500000000000004,-3.8879402445112E9,1.194078393371592E9,-2.693861851139608E9
1.3000000000000005,-3.885408237599144E9,1.1954939667613049E9,-2.689914270837839E9
1.3500000000000005,-3.8485494845848923E9,1.1970414398343515E9,-2.6515080447505407E9
1.4000000000000006,-3.807680833778908E9,1.1981895913925238E9,-2.609491242386384E9
