"Time","Heaving Translation Monitor: Heaving Translation Monitor (m)","Rolling Orientation Monitor: Rolling Orientation Monitor (deg)"
0.05,0.0,4.449546953388119E-8
0.1,0.0,-3.026524028501186E-6
0.15000000000000002,0.0,-1.5502067941305134E-5
0.2,0.0,-3.427789899475577E-5
0.25,0.0,-4.6391245542055035E-5
0.35,0.0,-5.0012609514481274E-5
0.39999999999999997,0.0,-6.34466499244185E-5
0.44999999999999996,0.0,-8.868209938951775E-5
0.49999999999999994,0.0,-1.2098320811893713E-4
0.5499999999999999,0.0,-1.5701169585902492E-4
0.65,0.0,-2.474109037763224E-4
0.7000000000000001,0.0,-3.090260004983201E-4
0.7500000000000001,0.0,-3.8332566298652273E-4
0.8000000000000002,0.0,-4.706844202785201E-4
0.8500000000000002,0.0,-5.729473111686195E-4
0.9500000000000003,0.0,-8.321858145128961E-4
1.0000000000000002,0.0,-9.93373590448908E-4
1.0500000000000003,0.0,-0.0011788713145233472
1.1000000000000003,0.0,-0.001391946445225658
1.2000000000000004,0.0,-0.0019076908393637394
1.2500000000000004,0.0,-0.0022131249891132044
1.3000000000000005,0.0,-0.0025536379052434393
1.3500000000000005,0.0,-0.0029326666137509576
1.4000000000000006,0.0,-0.0033536050748299126
1.5000000000000007,0.0,-0.004329803291510705
1.5500000000000007,0.0,-0.00488745275399031
1.6000000000000008,0.0,-0.00549256400464353
1.6500000000000008,0.0,-0.0061461412104950154
1.7000000000000008,0.0,-0.006848703255059314
1.800000000000001,0.0,-0.008399759224363026
1.850000000000001,0.0,-0.009245402443814629
1.900000000000001,0.0,-0.010134297280615677
1.950000000000001,0.0,-0.011063233266395656
2.000000000000001,0.0,-0.01202678451079487
2.1000000000000005,0.0,-0.014021958296523127
2.1500000000000004,0.0,-0.015032682152930158
2.2,0.0,-0.016036942532833078
2.25,0.0,-0.017023645111601943
2.3499999999999996,0.0,-0.01888544306178148
2.3999999999999995,0.0,-0.01972539149464187
2.4499999999999993,0.0,-0.020482434431776476
2.499999999999999,0.0,-0.021138816235797348
2.549999999999999,0.0,-0.021675578702176297
2.6499999999999986,0.0,-0.022313969673603808
2.6999999999999984,0.0,-0.022374543934015893
2.7499999999999982,0.0,-0.022238279152549546
2.799999999999998,0.0,-0.021885822723995186
2.849999999999998,0.0,-0.021298822012660756
2.9499999999999975,0.0,-0.019351532685949545
2.9999999999999973,0.0,-0.017956910371995868
3.049999999999997,0.0,-0.016259133122666226
3.099999999999997,0.0,-0.014243290355223322
3.149999999999997,0.0,-0.011897347154163346
3.2499999999999964,0.0,-0.006172785888596277
3.2999999999999963,0.0,-0.002773244675704443
3.349999999999996,0.0,9.936383682821633E-4
3.399999999999996,0.0,0.005134450907640751
3.4999999999999956,0.0,0.014559469439315454
3.5499999999999954,0.0,0.01984969851470171
3.599999999999995,0.0,0.02552937530890768
3.649999999999995,0.0,0.0316008311857045
3.699999999999995,0.0,0.0380648114084055
3.7999999999999945,0.0,0.052165722919173756
3.8499999999999943,0.0,0.05979723249564097
3.899999999999994,0.0,0.0678135817947632
3.949999999999994,0.0,0.07621635785129734
3.999999999999994,0.0,0.08500626070595894
4.099999999999993,0.0,0.10373717938864603
4.149999999999993,0.0,0.11366704938858144
4.199999999999993,0.0,0.12396874471333057
4.249999999999993,0.0,0.13464049619580074
4.299999999999993,0.0,0.14567815767645337
4.399999999999992,0.0,0.16882007717491546
4.449999999999992,0.0,0.1808899816072266
4.499999999999992,0.0,0.19323602147221952
4.549999999999992,0.0,0.20582668429895118
4.6499999999999915,0.0,0.2317512668908288
4.699999999999991,0.0,0.24505237549663106
4.749999999999991,0.0,0.2585149091263756
4.799999999999991,0.0,0.2721404048140471
4.849999999999991,0.0,0.2859535695434518
4.94999999999999,0.0,0.3140927305615317
4.99999999999999,0.0,0.3284053424143795
5.04999999999999,0.0,0.3428831645366422
5.09999999999999,0.0,0.35751825608816107
5.14999999999999,0.0,0.3723006490688539
5.249999999999989,0.0,0.40230817790788104
5.299999999999989,0.0,0.4175681263786258
5.349999999999989,0.0,0.4329789706313877
5.399999999999989,0.0,0.44850184667222376
5.449999999999989,0.0,0.4641575597192373
5.549999999999988,0.0,0.49590081399105707
5.599999999999988,0.0,0.5119179275490727
5.649999999999988,0.0,0.5280296807765955
5.699999999999988,0.0,0.5442531458607788
5.799999999999987,0.0,0.5769483880571217
5.849999999999987,0.0,0.5933626116030025
5.899999999999987,0.0,0.6098143943512703
5.949999999999987,0.0,0.6263117662300777
5.999999999999987,0.0,0.642844024899303
6.099999999999986,0.0,0.6759610801944885
6.149999999999986,0.0,0.6925113879961907
6.199999999999986,0.0,0.709021342028316
6.249999999999986,0.0,0.7254690789682889
6.299999999999986,0.0,0.7418555688153678
6.399999999999985,0.0,0.7744033251536664
6.449999999999985,0.0,0.7905284990527889
6.499999999999985,0.0,0.8065450099127685
6.549999999999985,0.0,0.8224375170219407
6.5999999999999845,0.0,0.8381827483061969
6.699999999999984,0.0,0.8691563038787302
6.749999999999984,0.0,0.8843373298675364
6.799999999999984,0.0,0.8992727049321725
6.849999999999984,0.0,0.9139579482531193
6.949999999999983,0.0,0.9425313335578812
6.999999999999983,0.0,0.9563459193440091
7.049999999999983,0.0,0.9698198007413786
7.099999999999983,0.0,0.9829468167953043
7.149999999999983,0.0,0.9957086590990316
7.249999999999982,0.0,1.020058259234764
7.299999999999982,0.0,1.0316117165268834
7.349999999999982,0.0,1.0427182747288215
7.399999999999982,0.0,1.0533547154985812
7.4499999999999815,0.0,1.0635052377955119
7.549999999999981,0.0,1.0822906207320093
7.599999999999981,0.0,1.090886308642728
7.649999999999981,0.0,1.0989195322974008
7.699999999999981,0.0,1.1063706090289307
7.7499999999999805,0.0,1.113220353759179
7.84999999999998,0.0,1.1250422638313213
7.89999999999998,0.0,1.1299764724802783
7.94999999999998,0.0,1.134239811603497
7.99999999999998,0.0,1.1378136243488406
8.09999999999998,0.0,1.1428046803335927
8.14999999999998,0.0,1.1441852202761318
8.199999999999982,0.0,1.1447935173783823
8.249999999999982,0.0,1.144616492955056
8.299999999999983,0.0,1.143639625062143
8.399999999999984,0.0,1.139213058529205
8.449999999999985,0.0,1.135735328647173
8.499999999999986,0.0,1.131398549419452
8.549999999999986,0.0,1.1261881874385107
8.599999999999987,0.0,1.1200888513559373
8.699999999999989,0.0,1.10516660363757
8.74999999999999,0.0,1.0963254565721117
8.79999999999999,0.0,1.0865551709596069
8.84999999999999,0.0,1.0758463258502653
8.899999999999991,0.0,1.0641912523433195
8.999999999999993,0.0,1.0380410824679762
9.049999999999994,0.0,1.023533001733688
9.099999999999994,0.0,1.0080621471732143
9.149999999999995,0.0,0.9916250799647655
9.249999999999996,0.0,0.955856594926175
9.299999999999997,0.0,0.9365379205503809
9.349999999999998,0.0,0.916270013843012
9.399999999999999,0.0,0.8950566800880476
9.45,0.0,0.8729005266744614
9.55,0.0,0.8257905096709216
9.600000000000001,0.0,0.8008514335595154
9.650000000000002,0.0,0.775004747739507
9.700000000000003,0.0,0.7482660124108301
9.750000000000004,0.0,0.7206412634488181
9.850000000000005,0.0,0.6627933521247505
9.900000000000006,0.0,0.6326191462605721
9.950000000000006,0.0,0.6016356498416272
10.000000000000007,0.0,0.5698624713318702
10.050000000000008,0.0,0.5373257088869713
10.15000000000001,0.0,0.47005851676379806
10.20000000000001,0.0,0.4353805826892954
10.25000000000001,0.0,0.400037888392675
10.300000000000011,0.0,0.3640622686619486
10.400000000000013,0.0,0.2903682499912183
10.450000000000014,0.0,0.25269998248809966
10.500000000000014,0.0,0.2145189478263577
10.550000000000015,0.0,0.17586644694275694
10.600000000000016,0.0,0.13679791423067028
10.700000000000017,0.0,0.05759485781988135
10.750000000000018,0.0,0.01752043474252851
10.800000000000018,0.0,-0.022821778384698233
10.85000000000002,0.0,-0.06339662371369129
10.90000000000002,0.0,-0.1041699885353172
11.000000000000021,0.0,-0.18616417063871005
11.050000000000022,0.0,-0.2273038141088388
11.100000000000023,0.0,-0.2685025470696862
11.150000000000023,0.0,-0.30971543354129416
11.200000000000024,0.0,-0.3508778204923314
11.300000000000026,0.0,-0.43285353346844757
11.350000000000026,0.0,-0.47357169272929756
11.400000000000027,0.0,-0.5140454731291846
11.450000000000028,0.0,-0.5542241872522982
11.55000000000003,0.0,-0.633522641692984
11.60000000000003,0.0,-0.672561654691742
11.65000000000003,0.0,-0.7111360229735195
11.700000000000031,0.0,-0.7491976302375494
11.750000000000032,0.0,-0.7866982168911641
11.850000000000033,0.0,-0.8598082566966619
11.900000000000034,0.0,-0.8953201475392786
11.950000000000035,0.0,-0.9300649320069244
12.000000000000036,0.0,-0.963991742903087
12.050000000000036,0.0,-0.9970577372705012
12.150000000000038,0.0,-1.060412069441875
12.200000000000038,0.0,-1.0906047699168804
12.250000000000039,0.0,-1.1197528114545037
12.30000000000004,0.0,-1.147815203949017
12.35000000000004,0.0,-1.1747477152049612
12.450000000000042,0.0,-1.225065573272064
12.500000000000043,0.0,-1.2483832970137323
12.550000000000043,0.0,-1.2704238425006977
12.600000000000044,0.0,-1.2911473911919842
12.700000000000045,0.0,-1.328476199143017
12.750000000000046,0.0,-1.3449974817785426
12.800000000000047,0.0,-1.360037497805817
12.850000000000048,0.0,-1.3735593327550422
12.900000000000048,0.0,-1.3855291274814319
13.00000000000005,0.0,-1.4047035815629858
13.05000000000005,0.0,-1.4118429767902505
13.100000000000051,0.0,-1.417295158152626
13.150000000000052,0.0,-1.4210282426457377
13.200000000000053,0.0,-1.4230171076468952
13.300000000000054,0.0,-1.4215829301433505
13.350000000000055,0.0,-1.4181189162611476
13.400000000000055,0.0,-1.412798584501368
13.450000000000056,0.0,-1.4055962295589182
13.500000000000057,0.0,-1.3964933148369172
13.600000000000058,0.0,-1.372480004438252
13.650000000000059,0.0,-1.3575307378434796
13.70000000000006,0.0,-1.3406164783564243
13.75000000000006,0.0,-1.3217328396254864
13.850000000000062,0.0,-1.2780191423615455
13.900000000000063,0.0,-1.2531788822116454
13.950000000000063,0.0,-1.2263425618687862
