"Time","Pitching Orientation Monitor: Pitching Orientation Monitor (deg)"
0.05,-2.7306107605332583E-7
0.1,-1.3523648149251059E-6
0.15000000000000002,-1.9319884289500083E-6
0.2,1.3253033587770288E-6
0.25,1.0624379389933134E-5
0.35,4.7434224808767895E-5
0.39999999999999997,7.679223401762801E-5
0.44999999999999996,1.1797350094836644E-4
0.49999999999999994,1.753630165056035E-4
0.5499999999999999,2.531620548307537E-4
0.65,4.8552877473375376E-4
0.7000000000000001,6.478919585885378E-4
0.7500000000000001,8.476153919825531E-4
0.8000000000000002,0.001090952526205194
0.8500000000000002,0.0013842699547416916
0.9500000000000003,0.002145291838495938
1.0000000000000002,0.002625822895479831
1.0500000000000003,0.0031824213238886394
1.1000000000000003,0.0038228376185862356
1.2000000000000004,0.005386728668068038
1.2500000000000004,0.006326823956836384
1.3000000000000005,0.007383425519261295
1.3500000000000005,0.008564319365020048
1.4000000000000006,0.009877625893285525
1.5000000000000007,0.012936191874546143
1.5500000000000007,0.01469890939404062
1.6000000000000008,0.016627858422028213
1.6500000000000008,0.018730995417492166
1.7000000000000008,0.02101614452047205
1.800000000000001,0.0261597345505856
1.850000000000001,0.029031734200089403
1.900000000000001,0.03211017497016519
1.950000000000001,0.035396063002207434
2.000000000000001,0.038889191333668104
2.1000000000000005,0.04649560264240186
2.1500000000000004,0.05060691205980449
2.2,0.05492418642423113
2.25,0.059450467352262185
2.3499999999999996,0.06913471964105734
2.3999999999999995,0.07429534861729281
2.4499999999999993,0.07967154026266023
2.499999999999999,0.08526604187812524
2.549999999999999,0.09108061388257364
2.6499999999999986,0.10337972962544408
2.6999999999999984,0.10986823459530132
2.7499999999999982,0.11658090081377694
2.799999999999998,0.1235180946698089
2.849999999999998,0.1306817599656018
2.9499999999999975,0.14567981127764504
2.9999999999999973,0.15350898405563787
3.049999999999997,0.16155202210329805
3.099999999999997,0.1698047755469576
3.149999999999997,0.1782623997605528
3.2499999999999964,0.19576457501291253
3.2999999999999963,0.20479567992179262
3.349999999999996,0.21400045520561461
3.399999999999996,0.223370384162139
3.4999999999999956,0.24256806775913073
3.5499999999999954,0.252372172493905
3.599999999999995,0.26229638711513786
3.649999999999995,0.27232709475940736
3.699999999999995,0.2824505601745223
3.7999999999999945,0.30291399925117574
3.8499999999999943,0.3132221951710242
3.899999999999994,0.32356010622999204
3.949999999999994,0.3339126357319717
3.999999999999994,0.3442619562321981
4.099999999999993,0.36487473795012854
4.149999999999993,0.37510993221313904
4.199999999999993,0.3852719569181599
