"Time","hull Moment Monitor: hull Moment Monitor (N-m)","tank Moment Monitor: tank Moment Monitor (N-m)","Total Moment Monitor: Total Moment Monitor (N-m)"
0.05,-1.1672040654691948E10,-23310.20338797616,-1.1672063964895336E10
0.1,-2.4453737336555796E9,11427.063045914285,-2.4453623065925336E9
0.15000000000000002,9.37850816109339E8,21104.42675948597,9.378719205360985E8
0.2,1.0053477272012061E9,6354.799862174783,1.0053540820010682E9
0.25,2.4161014667913628E8,-6869.297457288601,2.4160327738167897E8
0.35,-5.6917612165273E8,-1134.8301617701072,-5.691772564828917E8
0.39999999999999997,-3.952212631636956E8,2646.2539729072014,-3.952186169097227E8
0.44999999999999996,-2.8039840038592166E8,2838.4007140498143,-2.803955619852076E8
0.49999999999999994,-3.0988293586641777E8,1058.2545344346436,-3.0988187761188334E8
0.5499999999999999,-3.5334318086334217E8,-996.3067011248786,-3.533441771700433E8
0.65,-4.1173531331999475E8,1334.0821018073475,-4.11733979237893E8
0.7000000000000001,-4.3218918126510704E8,1611.3308341524098,-4.321875699342729E8
0.7500000000000001,-4.219986967091025E8,1255.152037349064,-4.219974415570651E8
0.8000000000000002,-4.606822626126842E8,1087.0822897796752,-4.6068117553039443E8
0.8500000000000002,-4.522480731497053E8,1489.7061618368316,-4.522465834435435E8
0.9500000000000003,-4.718276029252957E8,2030.3916267707245,-4.71825572533669E8
1.0000000000000002,-5.0237859166101456E8,2160.1790996838827,-5.023764314819149E8
1.0500000000000003,-4.921712504756068E8,2498.6164061473683,-4.9216875185920066E8
1.1000000000000003,-5.0954540913508034E8,2649.357356445864,-5.0954275977772385E8
1.2000000000000004,-5.180744416529039E8,2766.90389471245,-5.180716747490092E8
1.2500000000000004,-5.02760544788072E8,3050.7287837154,-5.0275749405928826E8
1.3000000000000005,-5.269438541105635E8,3181.9539572221693,-5.269406721566063E8
1.3500000000000005,-5.13847057016456E8,3578.339214503125,-5.138434786772415E8
1.4000000000000006,-5.369070394295617E8,3798.7578450787405,-5.369032406717167E8
1.5000000000000007,-5.30756647565783E8,3990.8957786951214,-5.307526566700043E8
1.5500000000000007,-5.1029060407577026E8,3943.4573965905292,-5.1028666061837363E8
1.6000000000000008,-5.2723859738537955E8,3732.5400196310948,-5.272348648453599E8
1.6500000000000008,-5.058092313494915E8,3901.0591015291866,-5.0580533029038996E8
1.7000000000000008,-5.152554460633404E8,3595.6266378324945,-5.152518504367026E8
1.800000000000001,-5.048790734254612E8,2749.6051898221485,-5.048763238202714E8
1.850000000000001,-4.81113990076243E8,2652.680950537557,-4.8111133739529246E8
1.900000000000001,-4.905177162863482E8,2134.822777049616,-4.905155814635712E8
1.950000000000001,-4.616854284545786E8,1804.742719359172,-4.616836237118592E8
2.000000000000001,-4.710464637501817E8,757.3419774310314,-4.710457064082042E8
2.1000000000000005,-4.459714196829685E8,-1106.327373795095,-4.459725260103423E8
2.1500000000000004,-4.134556821798736E8,-1892.2494918583543,-4.134575744293654E8
2.2,-4.1373970310002804E8,-3282.186279363348,-4.137429852863074E8
2.25,-3.7848035730173945E8,-4406.9247069414705,-3.7848476422644645E8
2.3499999999999996,-3.424562687904575E8,-7406.446377694141,-3.424636752368352E8
2.3999999999999995,-3.421863885723927E8,-9220.875624684151,-3.421956094480174E8
2.4499999999999993,-3.0027164769119316E8,-10520.216176674934,-3.0028216790736985E8
2.499999999999999,-2.9980080452303314E8,-12783.822831406957,-2.998135883458646E8
2.549999999999999,-2.6443511150742418E8,-14149.692197641241,-2.6444926119962183E8
2.6499999999999986,-2.1872517218531966E8,-17537.318876867066,-2.187427095041965E8
2.6999999999999984,-2.1797661833683002E8,-20044.87174530921,-2.1799666320857534E8
2.7499999999999982,-1.7833912696291012E8,-21382.420722657,-1.7836050938363275E8
2.799999999999998,-1.757508973972294E8,-23402.26196058956,-1.7577429965919E8
2.849999999999998,-1.3488165424541175E8,-24798.981958963675,-1.349064532273707E8
2.9499999999999975,-9.529809146670258E7,-27658.181917309295,-9.532574964861989E7
2.9999999999999973,-9.391634180765188E7,-29521.71416176972,-9.394586352181366E7
3.049999999999997,-5.329419374612677E7,-30508.87557049934,-5.332470262169728E7
