"Time","hull Moment Monitor: hull Moment Monitor (N-m)","tank Moment Monitor: tank Moment Monitor (N-m)","Total Moment Monitor: Total Moment Monitor (N-m)"
0.05,-8.850256644058447E9,2748340.062283746,-8.847508303996164E9
0.1,-2.553909332685989E9,7060959.183893342,-2.5468483735020957E9
0.15000000000000002,4.795615681057266E8,-3678431.564289915,4.758831365414366E8
0.2,9.694312067962855E8,-3420078.0642698687,9.660111287320156E8
0.25,3.508234779194305E8,-522403.4242105447,3.503010744952199E8
0.35,-4.1968073695171773E8,1809134.359503854,-4.1787160259221387E8
0.39999999999999997,-2.541362360109943E8,1064099.8593355222,-2.5307213615165877E8
0.44999999999999996,-1.602944669855793E8,207193.97415932413,-1.6008727301142E8
0.49999999999999994,-1.7590277831942338E8,-431207.6713065263,-1.763339859907299E8
0.5499999999999999,-1.9619234915659326E8,-338909.91095791745,-1.965312590675512E8
0.65,-2.400478330942309E8,-133931.25174711496,-2.4018176434597802E8
0.7000000000000001,-2.5066083125732017E8,-8181.299468676734,-2.506690125567888E8
0.7500000000000001,-2.3598236431442863E8,137314.9255346766,-2.3584504938889393E8
0.8000000000000002,-2.5357386486601812E8,-8408.827083272772,-2.5358227369310138E8
0.8500000000000002,-2.389616484707451E8,-63393.76857334701,-2.3902504223931843E8
0.9500000000000003,-2.5320711248691094E8,-126143.58288168619,-2.5333325606979266E8
1.0000000000000002,-2.756978289608981E8,-104156.00165431676,-2.758019849625524E8
1.0500000000000003,-2.6308507559656206E8,-83887.24807440888,-2.6316896284463644E8
1.1000000000000003,-2.835204013859872E8,-111587.86264131381,-2.836319892486285E8
1.2000000000000004,-2.899274462026109E8,-154215.86473259493,-2.900816620673435E8
1.2500000000000004,-2.783650411926109E8,-115512.92165209341,-2.78480554114263E8
1.3000000000000005,-3.019831580424002E8,-101387.76110157697,-3.020845458035017E8
1.3500000000000005,-2.905749769612041E8,-28344.23386236094,-2.9060332119506645E8
1.4000000000000006,-3.147229795935409E8,-64714.80135731213,-3.147876943948982E8
1.5000000000000007,-3.201250589163285E8,109374.31022405479,-3.2001568460610443E8
1.5500000000000007,-3.038743970482925E8,149675.65622552624,-3.03724721392067E8
1.6000000000000008,-3.2679982566686594E8,112569.37974181568,-3.266872562871241E8
1.6500000000000008,-3.0909839867531335E8,175361.1313821936,-3.089230375439311E8
1.7000000000000008,-3.2700377326944625E8,113748.90319784856,-3.268900243662484E8
