"Time","hull Moment Monitor: hull Moment Monitor (N-m)","tank Moment Monitor: tank Moment Monitor (N-m)","Total Moment Monitor: Total Moment Monitor (N-m)"
0.05,-8.857596419729927E9,2.4452477783480287E7,-8.833143941946445E9
0.1,-2.591704338165864E9,126368.92156660557,-2.5915779692442975E9
0.15000000000000002,5.081159765337283E8,-1.1327211422174096E7,4.967887651115542E8
0.2,9.798970662961109E8,-1.6781454830645442E7,9.631156114654654E8
0.25,3.4982435070665216E8,-246255.76679039001,3.495780949398618E8
0.35,-4.269119179789055E8,5849599.172389984,-4.210623188065155E8
0.39999999999999997,-2.6799196739383376E8,1629947.803711176,-2.6636201959012258E8
0.44999999999999996,-1.619017838936981E8,-1301674.1464307308,-1.6320345804012883E8
0.49999999999999994,-1.711471799503215E8,-2417602.5036650896,-1.735647824539866E8
0.5499999999999999,-1.8966818271946782E8,-1289833.2512565851,-1.909580159707244E8
0.65,-2.4507179711287338E8,1727606.6203650236,-2.4334419049250835E8
0.7000000000000001,-2.5467608460748047E8,637607.7114480734,-2.540384768960324E8
0.7500000000000001,-2.3600160033594313E8,-115862.65878272057,-2.3611746299472585E8
0.8000000000000002,-2.5499464291139916E8,-226846.8420331478,-2.552214897534323E8
0.8500000000000002,-2.4178521153019735E8,-23654.254511356354,-2.418088657847087E8
0.9500000000000003,-2.5224683613247728E8,130720.59902024269,-2.5211611553345704E8
1.0000000000000002,-2.766580666486778E8,87620.3201994896,-2.7657044632847834E8
1.0500000000000003,-2.6635384346533182E8,54455.61891579628,-2.6629938784641603E8
1.1000000000000003,-2.8352089065400475E8,2421.654314994812,-2.8351846899968976E8
1.2000000000000004,-2.915558946773367E8,-40246.594182252884,-2.9159614127151895E8
1.2500000000000004,-2.789835733108184E8,2996.4299836158752,-2.7898057688083476E8
1.3000000000000005,-3.0313501782065743E8,7820.6627851724625,-3.0312719715787226E8
1.3500000000000005,-2.9237154772341484E8,48596.92165994644,-2.923229508017549E8
1.4000000000000006,-3.1775129856436473E8,39990.44189095497,-3.177113081224738E8
1.5000000000000007,-3.213718683303477E8,136193.0944314003,-3.212356752359163E8
1.5500000000000007,-3.05492002409522E8,155606.56351411343,-3.053363958460079E8
1.6000000000000008,-3.261640938790877E8,121217.76026511192,-3.260428761188226E8
1.6500000000000008,-3.098612671398404E8,158062.62703061104,-3.097032045128098E8
1.7000000000000008,-3.2689931414455956E8,139729.31596434116,-3.267595848285952E8
1.800000000000001,-3.225057318269557E8,146265.7733231783,-3.223594660536325E8
1.850000000000001,-3.0181330564654934E8,117207.35040700436,-3.0169609829614234E8
1.900000000000001,-3.128578910753226E8,850.85096180439,-3.128570402243608E8
1.950000000000001,-2.877614639132042E8,-57942.307324409485,-2.878194062205286E8
2.000000000000001,-2.977196830878154E8,-189684.1920194626,-2.9790936727983487E8
